sector,date,hour,etf_rvol,mean_asset_rvol,sector_score
Metals,2023-07-17,18,0.7892146703477354,0.7910938372558635,0.7903421704926122
Metals,2023-07-17,19,1.1162937857825503,1.0896482685920903,1.1003064754682743
Metals,2023-07-17,20,0.7852258073315898,0.947987402724167,0.8828827645671361
Metals,2023-07-17,21,0.9746870503528309,1.177009533970041,1.096080540523157
Metals,2023-07-17,22,1.0948248814117996,0.9313749514022236,0.996754923406054
Metals,2023-07-17,23,1.1697510830572053,0.7300969330985981,0.9059585930820411
Metals,2023-07-18,0,0.9366057470859306,0.9186116233811967,0.9258092728630903
Metals,2023-07-18,1,0.924758783903296,1.2840262832552445,1.140319283514465
Metals,2023-07-18,2,0.939828277929958,0.8781714125710692,0.9028341587146247
Metals,2023-07-18,3,1.0426294847419084,0.9788985813278748,1.0043909426934883
Metals,2023-07-18,4,1.2675521143683994,1.0458791863906831,1.1345483575817696
Metals,2023-07-18,5,1.0604716586725886,0.7816403705020821,0.8931728857702848
Metals,2023-07-18,6,0.7230941113937075,0.8039916383423922,0.7716326275629183
Metals,2023-07-18,7,1.0080339128038767,1.1353574243273892,1.084428019717984
Metals,2023-07-18,8,0.9269574845509335,0.9656581765307537,0.9501778997388257
Metals,2023-07-18,9,0.8479449577532571,1.0331066794010304,0.9590419907419211
Metals,2023-07-18,10,1.0659622545135723,1.260035680349968,1.1824063100154096
Metals,2023-07-18,11,1.2413410008681867,1.0492097101725333,1.1260622264507947
Metals,2023-07-18,12,1.2632997084992534,0.7593091251757262,0.960905358505137
Metals,2023-07-18,13,0.8723143602657183,1.0433984782429488,0.9749648310520567
Metals,2023-07-18,14,0.7804481172980792,0.9547368728208321,0.8850213706117309
Metals,2023-07-18,15,0.9733919439190066,1.1356082248534192,1.0707217124796542
Metals,2023-07-18,16,0.7930597857680428,1.0425337398195624,0.9427441581989546
Metals,2023-07-18,17,0.8714072405079633,0.9725179575156013,0.9320736707125461
Metals,2023-07-18,18,1.0035886279255894,0.8437564328174181,0.9076893108606866
Metals,2023-07-18,19,1.0315229820701157,1.054296364696419,1.0451870116458977
Metals,2023-07-18,20,0.9160871471222409,1.203164194847922,1.0883333757576494
Metals,2023-07-18,21,0.7233395756422617,0.7539732749881526,0.7417197952497963
Metals,2023-07-18,22,0.943280363859414,0.9001758150840999,0.9174176345942255
Metals,2023-07-18,23,0.9198290333724326,0.958833518528942,0.9432317244663383
Metals,2023-07-19,0,0.8051268317371971,1.28890915213707,1.0953962239771209
Metals,2023-07-19,1,1.1969329110730673,1.0738114628193598,1.1230600421208428
Metals,2023-07-19,2,0.777473003474858,0.7372447569170486,0.7533360555401725
Metals,2023-07-19,3,1.0187652173374602,1.109768757070591,1.0733673411773386
Metals,2023-07-19,4,1.1517951275629343,1.125057507710196,1.1357525556512913
Metals,2023-07-19,5,1.075638226764779,0.8694534888422111,0.9519273840112382
Metals,2023-07-19,6,1.179030834339006,1.0779309541900368,1.1183709062496243
Metals,2023-07-19,7,1.230158423783817,0.9583118735877916,1.0670504936662017
Metals,2023-07-19,8,0.9533069161053311,0.8834383946010943,0.9113858032027891
Metals,2023-07-19,9,0.9085381658429154,0.77097993946467,0.8260032300159681
Metals,2023-07-19,10,0.8896504004513075,0.9345266491280881,0.9165761496573759
Metals,2023-07-19,11,0.7711921954066858,1.139147719764249,0.9919655100212237
Metals,2023-07-19,12,1.1112285440757954,1.195270577345778,1.1616537640377849
Metals,2023-07-19,13,0.8183336079811436,1.1239238834632443,1.0016877732704041
Metals,2023-07-19,14,1.087871036016486,1.1598021855367315,1.1310297257286335
Metals,2023-07-19,15,1.0717237330058458,1.0698569647926983,1.0706036720779573
Metals,2023-07-19,16,0.86349609044579,0.784313534355407,0.8159865567915602
Metals,2023-07-19,17,0.9650760247791741,0.7277350107714338,0.8226714163745299
Metals,2023-07-19,18,0.9041004908644856,0.998694092588685,0.9608566518990053
Metals,2023-07-19,19,1.2731915624335473,1.0008532084216344,1.1097885500263995
Metals,2023-07-19,20,1.2757045773484812,0.9604341440402885,1.0865423173635655
Metals,2023-07-19,21,0.94661945032186,1.2800065763140773,1.1466517259171902
Metals,2023-07-19,22,0.7509561334796487,1.0695150342608395,0.9420914739483632
Metals,2023-07-19,23,1.0887735863094505,1.0659707022549285,1.0750918558767373
Metals,2023-07-20,0,0.8027289379955624,1.1528977630971422,1.0128302330565102
Metals,2023-07-20,1,0.9639011119167205,0.7512786128301165,0.8363276124647581
Metals,2023-07-20,2,0.9602076433975797,1.0782778241233015,1.0310497518330128
Metals,2023-07-20,3,1.0477610796511971,0.8103092885788932,0.9052900050078148
Metals,2023-07-20,4,0.7518461235208422,1.282937293261637,1.0705008253653192
Metals,2023-07-20,5,1.0671370280360502,0.8562222761641103,0.9405881769128863
Metals,2023-07-20,6,1.2560646401049893,0.7794902960055561,0.9701200336453294
Metals,2023-07-20,7,0.7974987783982832,0.7590093566680837,0.7744051253601635
Metals,2023-07-20,8,1.1585408219304905,1.1111998135549581,1.130136216905171
Metals,2023-07-20,9,0.8334415308756287,1.2158626997888324,1.062894232223551
Metals,2023-07-20,10,1.0484414647095441,1.2042980988431635,1.1419554451897156
Metals,2023-07-20,11,1.177777710641587,0.9685001160140119,1.0522111538650418
Metals,2023-07-20,12,0.8087388311097328,0.9197670135114069,0.8753557405507373
Metals,2023-07-20,13,1.287497972541439,1.2901515644284534,1.2890901276736475
Metals,2023-07-20,14,0.8909045799363706,1.1248280801625357,1.0312586800720696
Metals,2023-07-20,15,1.2293986538927058,1.0576801929677406,1.1263675773377266
Metals,2023-07-20,16,0.9615374494090432,0.9776423672001406,0.9712004000837016
Metals,2023-07-20,17,0.7899471188881262,1.2797176425762082,1.0838094331009755
Metals,2023-07-20,18,0.9765122798018873,0.9503393887806,0.9608085451891148
Metals,2023-07-20,19,1.264864353121031,0.8778052686038136,1.0326289024107005
Metals,2023-07-20,20,0.884688008296949,0.8060235718588034,0.8374893464340616
Metals,2023-07-20,21,0.8234613227218642,1.122797209317549,1.003062854679275
Metals,2023-07-20,22,0.8503347630542204,0.9707974092434667,0.9226123507677682
Metals,2023-07-20,23,0.7226787987407035,0.7403385794390975,0.7332746671597399
Metals,2023-07-21,0,1.0265280543894664,0.898592593217611,0.9497667776863531
Metals,2023-07-21,1,0.9460181674930959,0.8830321524766903,0.9082265584832525
Metals,2023-07-21,2,0.8840243439497913,0.7325055109734846,0.7931130441640073
Metals,2023-07-21,3,0.7716413163354404,1.200074751409472,1.0287013773798594
Metals,2023-07-21,4,1.0749621048131568,0.9376773717638025,0.9925912649835442
Metals,2023-07-21,5,1.1384502003647616,0.9376110632544636,1.0179467180985828
Metals,2023-07-21,6,0.9489356361586914,0.7986907027900545,0.8587886761375092
Metals,2023-07-21,7,1.0436674278722142,0.8232402365677663,0.9114111130895455
Metals,2023-07-21,8,1.0912848765432916,0.8833058212984937,0.9664974433964129
Metals,2023-07-21,9,0.8810701935819365,0.9090594960704285,0.8978637750750317
